Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2020,December,Ballarat,2 Community,22 Health,221 Hospital,42
2020,December,Ballarat,2 Community,22 Health,222 Medical Centre,12
2020,December,Ballarat,2 Community,22 Health,224 Other Health,15
2020,December,Ballarat,2 Community,23 Religious,231 Church,8
2020,December,Ballarat,2 Community,23 Religious,232 Other religious,1
2020,December,Ballarat,2 Community,24 Public Transport,241 Train,4
2020,December,Ballarat,2 Community,24 Public Transport,242 Train Station,66
2020,December,Ballarat,2 Community,24 Public Transport,243 Railway Carpark,34
2020,December,Ballarat,2 Community,24 Public Transport,245 Bus/Bus Stop,51
2020,December,Ballarat,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2020,December,Ballarat,2 Community,24 Public Transport,249 Taxi,2
2020,December,Ballarat,2 Community,25 Other Transport,251 Private Car,14
2020,December,Ballarat,2 Community,25 Other Transport,252 Airfield,6
2020,December,Ballarat,2 Community,25 Other Transport,255 Carpark (Single Level),211
2020,December,Ballarat,2 Community,25 Other Transport,256 Carpark (Multi Level),17
2020,December,Ballarat,2 Community,25 Other Transport,257 Other Transport Type/Area,14
2020,December,Ballarat,2 Community,26 Justice,261 Police Station,80
2020,December,Ballarat,2 Community,26 Justice,262 Court,124
2020,December,Ballarat,2 Community,26 Justice,265 Other Justice Facility,2
2020,December,Ballarat,2 Community,26 Justice,269 Other Justice (nec),1
2020,December,Ballarat,2 Community,27 Open Space,271 Parkland/Reserve,95
2020,December,Ballarat,2 Community,27 Open Space,272 Rural,10
2020,December,Ballarat,2 Community,27 Open Space,273 Vacant Block,7
2020,December,Ballarat,2 Community,27 Open Space,275 Other Open Space,41
2020,December,Ballarat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,666"
2020,December,Ballarat,2 Community,29 Other community location,291 Cemetery,2
2020,December,Ballarat,2 Community,29 Other community location,292 Civic Centre,1
2020,December,Ballarat,2 Community,29 Other community location,293 Gallery,1
2020,December,Ballarat,2 Community,29 Other community location,294 Car Wash,4
2020,December,Ballarat,3 Other,31 Admin/professional,311 Business Office,37
2020,December,Ballarat,3 Other,31 Admin/professional,312 Other Admin/Professional,14
2020,December,Ballarat,3 Other,32 Financial,321 Bank,30
2020,December,Ballarat,3 Other,32 Financial,323 ATM/Eftpos,1
2020,December,Ballarat,3 Other,32 Financial,324 Other Financial,2
2020,December,Ballarat,3 Other,33 Retail,331 Chemist/Pharmacy,16
2020,December,Ballarat,3 Other,33 Retail,3310 24Hr Convenience,21
2020,December,Ballarat,3 Other,33 Retail,3311 Restaurant/Fastfood,78
2020,December,Ballarat,3 Other,33 Retail,3312 Other Retail,296
2020,December,Ballarat,3 Other,33 Retail,332 Service Station,309
2020,December,Ballarat,3 Other,33 Retail,333 Jeweller,2
2020,December,Ballarat,3 Other,33 Retail,334 2nd Hand Dealer,7
2020,December,Ballarat,3 Other,33 Retail,335 Supermarket,188
2020,December,Ballarat,3 Other,33 Retail,336 Department Store,123
2020,December,Ballarat,3 Other,33 Retail,337 Shopping Complex,264
2020,December,Ballarat,3 Other,33 Retail,338 Car Sales Yard,39
2020,December,Ballarat,3 Other,33 Retail,339 Milkbar,12
2020,December,Ballarat,3 Other,34 Wholesale,341 Any Wholesale,5
2020,December,Ballarat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,33
2020,December,Ballarat,3 Other,36 Manufacturing,361 Factory,42
2020,December,Ballarat,3 Other,36 Manufacturing,362 Any Manufacturing,11
2020,December,Ballarat,3 Other,37 Agricultural,371 Farmland/Agricultural,20
2020,December,Ballarat,3 Other,37 Agricultural,372 Orchard,1
2020,December,Ballarat,3 Other,37 Agricultural,373 Other Agricultural,3
2020,December,Ballarat,3 Other,38 Recreational,381 Licensed Premises,58
2020,December,Ballarat,3 Other,38 Recreational,382 Tab,1
2020,December,Ballarat,3 Other,38 Recreational,383 Cinema,1
2020,December,Ballarat,3 Other,38 Recreational,384 Sport Area/Facility,26
2020,December,Ballarat,3 Other,38 Recreational,385 Gaming Venue,6
2020,December,Ballarat,3 Other,38 Recreational,386 Other Rec./Sports,31
2020,December,Ballarat,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2020,December,Ballarat,3 Other,39 Other location,392 Other Location (Not Elsewhere),135
2020,December,Ballarat,3 Other,39 Other location,393 Construction Site,30
2020,December,Banyule,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,579
2020,December,Banyule,1 Residential,11 Dwelling - private,112 House,"2,639"
2020,December,Banyule,1 Residential,11 Dwelling - private,113 Bungalow,3
2020,December,Banyule,1 Residential,11 Dwelling - private,116 Ministry Of Housing,63
2020,December,Banyule,1 Residential,11 Dwelling - private,117 Farm House,3
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,121 Boarding House,26
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,124 Nursing Home,20
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,26
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,37
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,132 Backyard,54
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,133 Frontyard,195
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,134 Garage,71
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,135 Shed,14
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,14
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),31
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,428
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,73
2020,December,Banyule,2 Community,21 Education,211 School,46
2020,December,Banyule,2 Community,21 Education,212 School Grounds,33
2020,December,Banyule,2 Community,21 Education,213 Other Educational,7
2020,December,Banyule,2 Community,22 Health,221 Hospital,93
2020,December,Banyule,2 Community,22 Health,222 Medical Centre,17
2020,December,Banyule,2 Community,22 Health,223 Dental,1
2020,December,Banyule,2 Community,22 Health,224 Other Health,24
2020,December,Banyule,2 Community,23 Religious,231 Church,5
2020,December,Banyule,2 Community,23 Religious,232 Other religious,1
2020,December,Banyule,2 Community,24 Public Transport,241 Train,8
2020,December,Banyule,2 Community,24 Public Transport,242 Train Station,138
2020,December,Banyule,2 Community,24 Public Transport,243 Railway Carpark,41
2020,December,Banyule,2 Community,24 Public Transport,245 Bus/Bus Stop,27
2020,December,Banyule,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2020,December,Banyule,2 Community,24 Public Transport,249 Taxi,14
2020,December,Banyule,2 Community,25 Other Transport,251 Private Car,21
2020,December,Banyule,2 Community,25 Other Transport,255 Carpark (Single Level),125
2020,December,Banyule,2 Community,25 Other Transport,256 Carpark (Multi Level),38
2020,December,Banyule,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2020,December,Banyule,2 Community,26 Justice,261 Police Station,491
2020,December,Banyule,2 Community,26 Justice,262 Court,323
2020,December,Banyule,2 Community,26 Justice,264 Youth Training Centre,2
2020,December,Banyule,2 Community,26 Justice,265 Other Justice Facility,13
2020,December,Banyule,2 Community,26 Justice,269 Other Justice (nec),4
2020,December,Banyule,2 Community,27 Open Space,271 Parkland/Reserve,115
2020,December,Banyule,2 Community,27 Open Space,272 Rural,1
2020,December,Banyule,2 Community,27 Open Space,273 Vacant Block,2
2020,December,Banyule,2 Community,27 Open Space,275 Other Open Space,2
2020,December,Banyule,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,757"
2020,December,Banyule,2 Community,29 Other community location,292 Civic Centre,3
2020,December,Banyule,2 Community,29 Other community location,294 Car Wash,3
2020,December,Banyule,3 Other,31 Admin/professional,311 Business Office,20
2020,December,Banyule,3 Other,31 Admin/professional,312 Other Admin/Professional,13
2020,December,Banyule,3 Other,32 Financial,321 Bank,8
2020,December,Banyule,3 Other,33 Retail,331 Chemist/Pharmacy,64
2020,December,Banyule,3 Other,33 Retail,3310 24Hr Convenience,13
2020,December,Banyule,3 Other,33 Retail,3311 Restaurant/Fastfood,67
2020,December,Banyule,3 Other,33 Retail,3312 Other Retail,180
2020,December,Banyule,3 Other,33 Retail,332 Service Station,144
2020,December,Banyule,3 Other,33 Retail,334 2nd Hand Dealer,14
2020,December,Banyule,3 Other,33 Retail,335 Supermarket,172
2020,December,Banyule,3 Other,33 Retail,336 Department Store,22
2020,December,Banyule,3 Other,33 Retail,337 Shopping Complex,186
2020,December,Banyule,3 Other,33 Retail,338 Car Sales Yard,7
2020,December,Banyule,3 Other,33 Retail,339 Milkbar,16
2020,December,Banyule,3 Other,34 Wholesale,341 Any Wholesale,1
2020,December,Banyule,3 Other,35 Warehousing/storage,351 Warehousing/Storage,20
2020,December,Banyule,3 Other,36 Manufacturing,361 Factory,29
2020,December,Banyule,3 Other,36 Manufacturing,362 Any Manufacturing,6
2020,December,Banyule,3 Other,37 Agricultural,373 Other Agricultural,3
2020,December,Banyule,3 Other,38 Recreational,381 Licensed Premises,41
2020,December,Banyule,3 Other,38 Recreational,382 Tab,2
2020,December,Banyule,3 Other,38 Recreational,384 Sport Area/Facility,31
2020,December,Banyule,3 Other,38 Recreational,385 Gaming Venue,3
2020,December,Banyule,3 Other,38 Recreational,386 Other Rec./Sports,19
2020,December,Banyule,3 Other,39 Other location,391 Massage Parlour/Brothel,29
2020,December,Banyule,3 Other,39 Other location,392 Other Location (Not Elsewhere),245
2020,December,Banyule,3 Other,39 Other location,393 Construction Site,27
2020,December,Banyule,3 Other,39 Other location,394 Veterinary Clinic,1
2020,December,Bass Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,85
2020,December,Bass Coast,1 Residential,11 Dwelling - private,112 House,"1,344"
2020,December,Bass Coast,1 Residential,11 Dwelling - private,113 Bungalow,6
2020,December,Bass Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,25
2020,December,Bass Coast,1 Residential,11 Dwelling - private,117 Farm House,39
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,41
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,123 Guest House,5
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,21
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,5
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,1310 Farm Building,10
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,20
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,93
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,134 Garage,28
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,135 Shed,20
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,16
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),10
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,91
2020,December,Bass Coast,2 Community,21 Education,211 School,31
2020,December,Bass Coast,2 Community,21 Education,212 School Grounds,10
2020,December,Bass Coast,2 Community,21 Education,213 Other Educational,7
2020,December,Bass Coast,2 Community,22 Health,221 Hospital,9
2020,December,Bass Coast,2 Community,22 Health,222 Medical Centre,5
2020,December,Bass Coast,2 Community,22 Health,224 Other Health,1
2020,December,Bass Coast,2 Community,23 Religious,231 Church,1
2020,December,Bass Coast,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2020,December,Bass Coast,2 Community,25 Other Transport,251 Private Car,4
2020,December,Bass Coast,2 Community,25 Other Transport,253 Boat,8
2020,December,Bass Coast,2 Community,25 Other Transport,254 Dock/Wharf,2
2020,December,Bass Coast,2 Community,25 Other Transport,255 Carpark (Single Level),33
2020,December,Bass Coast,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2020,December,Bass Coast,2 Community,26 Justice,261 Police Station,20
2020,December,Bass Coast,2 Community,26 Justice,262 Court,5
2020,December,Bass Coast,2 Community,27 Open Space,271 Parkland/Reserve,26
2020,December,Bass Coast,2 Community,27 Open Space,272 Rural,18
2020,December,Bass Coast,2 Community,27 Open Space,273 Vacant Block,4
2020,December,Bass Coast,2 Community,27 Open Space,274 Beach Foreshore,26
2020,December,Bass Coast,2 Community,27 Open Space,275 Other Open Space,6
2020,December,Bass Coast,2 Community,27 Open Space,276 Beach Car Park,26
2020,December,Bass Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,314
2020,December,Bass Coast,2 Community,29 Other community location,292 Civic Centre,1
2020,December,Bass Coast,2 Community,29 Other community location,294 Car Wash,1
2020,December,Bass Coast,3 Other,31 Admin/professional,311 Business Office,3
2020,December,Bass Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,4
2020,December,Bass Coast,3 Other,32 Financial,323 ATM/Eftpos,1
2020,December,Bass Coast,3 Other,33 Retail,331 Chemist/Pharmacy,1
2020,December,Bass Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,23
2020,December,Bass Coast,3 Other,33 Retail,3312 Other Retail,74
2020,December,Bass Coast,3 Other,33 Retail,332 Service Station,40
2020,December,Bass Coast,3 Other,33 Retail,335 Supermarket,54
2020,December,Bass Coast,3 Other,33 Retail,336 Department Store,7
2020,December,Bass Coast,3 Other,33 Retail,337 Shopping Complex,20
2020,December,Bass Coast,3 Other,33 Retail,339 Milkbar,2
2020,December,Bass Coast,3 Other,34 Wholesale,341 Any Wholesale,1
2020,December,Bass Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2020,December,Bass Coast,3 Other,36 Manufacturing,361 Factory,4
2020,December,Bass Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,23
2020,December,Bass Coast,3 Other,37 Agricultural,373 Other Agricultural,3
2020,December,Bass Coast,3 Other,38 Recreational,381 Licensed Premises,29
2020,December,Bass Coast,3 Other,38 Recreational,383 Cinema,1
2020,December,Bass Coast,3 Other,38 Recreational,384 Sport Area/Facility,8
2020,December,Bass Coast,3 Other,38 Recreational,386 Other Rec./Sports,12
2020,December,Bass Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),47
2020,December,Bass Coast,3 Other,39 Other location,393 Construction Site,14
2020,December,Baw Baw,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,94
2020,December,Baw Baw,1 Residential,11 Dwelling - private,112 House,"1,603"
2020,December,Baw Baw,1 Residential,11 Dwelling - private,113 Bungalow,48
2020,December,Baw Baw,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,83
2020,December,Baw Baw,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2020,December,Baw Baw,1 Residential,11 Dwelling - private,117 Farm House,66
2020,December,Baw Baw,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2020,December,Baw Baw,1 Residential,12 Dwelling  - non-private,124 Nursing Home,7
2020,December,Baw Baw,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,35
2020,December,Baw Baw,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,15
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,1310 Farm Building,18
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,132 Backyard,38
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,133 Frontyard,107
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,134 Garage,50
